0.0,-0.0,20
-0.0025,-0.25,20
-0.01,-0.5,20
-0.0225,-0.75,20
-0.04,-1.0,20
-0.06250000000000001,-1.25,20
-0.09,-1.5,20
-0.12250000000000001,-1.7500000000000002,20
-0.16,-2.0,20
-0.20249999999999999,-2.25,20
-0.25000000000000006,-2.5,20
-0.3025,-2.75,20
-0.36,-3.0,20
-0.42250000000000004,-3.25,20
-0.49000000000000005,-3.5000000000000004,20
-0.5625,-3.75,20
-0.64,-4.0,20
-0.7225000000000001,-4.25,20
-0.8099999999999999,-4.5,20
-0.9025,-4.75,20
-1.0000000000000002,-5.0,20
-1.1024999999999998,-5.25,20
-1.21,-5.5,20
-1.3225,-5.75,20
-1.44,-6.0,20
-1.5625,-6.25,20
-1.6900000000000002,-6.5,20
-1.8225000000000002,-6.75,20
-1.9600000000000002,-7.000000000000001,20
-2.1025,-7.249999999999999,20
-2.25,-7.5,20
-2.4025000000000003,-7.75,20
-2.56,-8.0,20
-2.7225,-8.25,20
-2.8900000000000006,-8.5,20
-3.0625000000000004,-8.75,20
-3.2399999999999998,-9.0,20
-3.4225,-9.25,20
-3.61,-9.5,20
-3.8025,-9.75,20
-4.000000000000001,-10.0,20
-4.202500000000001,-10.25,20
-4.409999999999999,-10.5,20
-4.6225,-10.75,20
-4.84,-11.0,20
-5.0625,-11.25,20
-5.29,-11.5,20
-5.522500000000001,-11.75,20
-5.76,-12.0,20
-6.0024999999999995,-12.25,20
-6.25,-12.5,20
-6.5024999999999995,-12.75,20
-6.760000000000001,-13.0,20
-7.022500000000001,-13.25,20
-7.290000000000001,-13.5,20
-7.381443298969071,-13.584405856504242,20
-7.650631416099155,-13.334405856504242,20
-7.914819533229241,-13.084405856504242,20
-8.174007650359325,-12.834405856504242,20
-8.428195767489411,-12.584405856504242,20
-8.677383884619495,-12.334405856504242,20
-8.92157200174958,-12.084405856504242,20
-9.160760118879665,-11.834405856504242,20
-9.39494823600975,-11.584405856504242,20
-9.624136353139834,-11.334405856504242,20
-9.848324470269919,-11.084405856504242,20
-10.067512587400005,-10.834405856504242,20
-10.281700704530088,-10.584405856504242,20
-10.490888821660175,-10.334405856504242,20
-10.695076938790258,-10.084405856504242,20
-10.894265055920343,-9.834405856504242,20
-11.088453173050429,-9.584405856504242,20
-11.277641290180513,-9.334405856504242,20
-11.461829407310598,-9.084405856504242,20
-11.641017524440683,-8.834405856504242,20
-11.815205641570767,-8.584405856504242,20
-11.984393758700854,-8.334405856504242,20
-12.148581875830939,-8.084405856504242,20
-12.307769992961022,-7.834405856504242,20
-12.461958110091107,-7.584405856504242,20
-12.611146227221191,-7.334405856504242,20
-12.755334344351278,-7.084405856504242,20
-12.894522461481362,-6.834405856504242,20
-13.028710578611445,-6.584405856504241,20
-13.15789869574153,-6.334405856504243,20
-13.282086812871615,-6.084405856504242,20
-13.401274930001701,-5.834405856504242,20
-13.515463047131783,-5.584405856504242,20
-13.62465116426187,-5.334405856504242,20
-13.728839281391956,-5.084405856504242,20
-13.828027398522039,-4.834405856504242,20
-13.922215515652125,-4.584405856504242,20
-14.011403632782212,-4.334405856504242,20
-14.095591749912295,-4.084405856504242,20
-14.17477986704238,-3.834405856504242,20
-14.248967984172467,-3.584405856504242,20
-14.318156101302549,-3.334405856504242,20
-14.382344218432632,-3.084405856504242,20
-14.44153233556272,-2.834405856504242,20
-14.495720452692805,-2.584405856504242,20
-14.544908569822887,-2.334405856504242,20
-14.589096686952974,-2.084405856504242,20
-14.628284804083059,-1.834405856504242,20
-14.662472921213142,-1.584405856504242,20
-14.691661038343229,-1.334405856504242,20
-14.715849155473315,-1.084405856504242,20
-14.735037272603398,-0.834405856504242,20
-14.749225389733482,-0.584405856504242,20
-14.758413506863569,-0.33440585650424204,20
-14.762601623993652,-0.08440585650424204,20
-14.762601623993652,-0.0,20
-14.765101623993651,-0.25,20
-14.772601623993651,-0.5,20
-14.785101623993652,-0.75,20
-14.80260162399365,-1.0,20
-14.825101623993652,-1.25,20
-14.852601623993651,-1.5,20
-14.885101623993652,-1.7500000000000002,20
-14.922601623993652,-2.0,20
-14.965101623993652,-2.25,20
-15.012601623993652,-2.5,20
-15.065101623993652,-2.75,20
-15.122601623993651,-3.0,20
-15.185101623993651,-3.25,20
-15.252601623993652,-3.5000000000000004,20
-15.325101623993652,-3.75,20
-15.402601623993652,-4.0,20
-15.485101623993652,-4.25,20
-15.572601623993652,-4.5,20
-15.665101623993651,-4.75,20
-15.762601623993652,-5.0,20
-15.86510162399365,-5.25,20
-15.97260162399365,-5.5,20
-16.08510162399365,-5.75,20
-16.20260162399365,-6.0,20
-16.262601623993653,-6.123724356957945,20
-16.38257611113281,-5.873724356957945,20
-16.49755059827197,-5.623724356957945,20
-16.60752508541113,-5.373724356957945,20
-16.712499572550286,-5.123724356957945,20
-16.812474059689446,-4.873724356957945,20
-16.907448546828604,-4.623724356957945,20
-16.997423033967763,-4.373724356957945,20
-17.082397521106923,-4.123724356957945,20
-17.16237200824608,-3.873724356957945,20
-17.23734649538524,-3.623724356957945,20
-17.3073209825244,-3.373724356957945,20
-17.37229546966356,-3.123724356957945,20
-17.432269956802717,-2.873724356957945,20
-17.487244443941876,-2.6237243569579447,20
-17.537218931081036,-2.373724356957945,20
-17.582193418220193,-2.123724356957945,20
-17.622167905359355,-1.8737243569579451,20
-17.65714239249851,-1.6237243569579451,20
-17.68711687963767,-1.3737243569579451,20
-17.71209136677683,-1.1237243569579451,20
-17.732065853915987,-0.8737243569579451,20
-17.747040341055147,-0.6237243569579451,20
-17.757014828194308,-0.37372435695794515,20
-17.761989315333466,-0.12372435695794515,20
-17.761989315333466,-0.0,20
-17.764489315333467,-0.25,20
-17.771989315333467,-0.5,20
-17.784489315333467,-0.75,20
-17.801989315333465,-1.0,20
-17.824489315333466,-1.25,20
-17.851989315333466,-1.5,20
-17.884489315333465,-1.7500000000000002,20
-17.921989315333466,-2.0,20
-17.964489315333466,-2.25,20
-18.011989315333466,-2.5,20
-18.064489315333464,-2.75,20
-18.121989315333465,-3.0,20
-18.184489315333465,-3.25,20
-18.251989315333464,-3.5000000000000004,20
-18.324489315333466,-3.75,20
-18.401989315333466,-4.0,20
-18.484489315333466,-4.25,20
-18.571989315333465,-4.5,20
-18.664489315333466,-4.75,20
-18.761989315333466,-5.0,20
-18.864489315333465,-5.25,20
-18.971989315333467,-5.5,20
-19.084489315333467,-5.75,20
-19.201989315333467,-6.0,20
-19.324489315333466,-6.25,20
-19.451989315333467,-6.5,20
-19.584489315333467,-6.75,20
-19.721989315333467,-7.000000000000001,20
-19.864489315333465,-7.249999999999999,20
-20.011989315333466,-7.5,20
-20.164489315333466,-7.75,20
-20.321989315333465,-8.0,20
-20.484489315333466,-8.25,20
-20.651989315333466,-8.5,20
-20.824489315333466,-8.75,20
-21.001989315333464,-9.0,20
-21.184489315333465,-9.25,20
-21.371989315333465,-9.5,20
-21.564489315333468,-9.75,20
-21.761989315333466,-10.0,20
-21.964489315333466,-10.25,20
-22.171989315333466,-10.5,20
-22.384489315333465,-10.75,20
-22.601989315333466,-11.0,20
-22.824489315333466,-11.25,20
-23.051989315333465,-11.5,20
-23.284489315333467,-11.75,20
-23.521989315333464,-12.0,20
-23.764489315333464,-12.25,20
-24.011989315333466,-12.5,20
-24.264489315333464,-12.75,20
-24.49394807822006,-12.97300925275878,20
-24.750908263275235,-12.72300925275878,20
-25.002868448330414,-12.47300925275878,20
-25.24982863338559,-12.22300925275878,20
-25.491788818440764,-11.97300925275878,20
-25.728749003495942,-11.72300925275878,20
-25.960709188551114,-11.47300925275878,20
-26.18766937360629,-11.22300925275878,20
-26.409629558661464,-10.97300925275878,20
-26.626589743716643,-10.72300925275878,20
-26.83854992877182,-10.47300925275878,20
-27.045510113826992,-10.22300925275878,20
-27.24747029888217,-9.97300925275878,20
-27.444430483937346,-9.72300925275878,20
-27.63639066899252,-9.47300925275878,20
-27.823350854047696,-9.22300925275878,20
-28.00531103910287,-8.97300925275878,20
-28.182271224158047,-8.72300925275878,20
-28.35423140921322,-8.47300925275878,20
-28.521191594268398,-8.22300925275878,20
-28.683151779323573,-7.97300925275878,20
-28.84011196437875,-7.72300925275878,20
-28.992072149433923,-7.47300925275878,20
-29.1390323344891,-7.22300925275878,20
-29.280992519544277,-6.97300925275878,20
-29.41795270459945,-6.72300925275878,20
-29.549912889654628,-6.47300925275878,20
-29.676873074709803,-6.22300925275878,20
-29.79883325976498,-5.9730092527587795,20
-29.915793444820153,-5.723009252758781,20
-30.02775362987533,-5.47300925275878,20
-30.134713814930507,-5.22300925275878,20
-30.236673999985683,-4.97300925275878,20
-30.333634185040857,-4.72300925275878,20
-30.425594370096032,-4.47300925275878,20
-30.51255455515121,-4.22300925275878,20
-30.594514740206385,-3.9730092527587804,20
-30.67147492526156,-3.7230092527587804,20
-30.743435110316735,-3.4730092527587804,20
-30.81039529537191,-3.2230092527587804,20
-30.872355480427085,-2.9730092527587804,20
-30.929315665482264,-2.7230092527587804,20
-30.981275850537436,-2.4730092527587804,20
-31.028236035592613,-2.2230092527587804,20
-31.070196220647787,-1.9730092527587804,20
-31.107156405702966,-1.7230092527587804,20
-31.139116590758142,-1.4730092527587804,20
-31.166076775813316,-1.2230092527587804,20
-31.188036960868494,-0.9730092527587804,20
-31.20499714592367,-0.7230092527587804,20
-31.216957330978843,-0.47300925275878036,20
-31.22391751603402,-0.22300925275878036,20
-31.22391751603402,0.0,20
-31.22141751603402,0.25,20
-31.21391751603402,0.5,20
-31.20141751603402,0.75,20
-31.183917516034022,1.0,20
-31.16141751603402,1.25,20
-31.13391751603402,1.5,20
-31.101417516034022,1.7500000000000002,20
-31.06391751603402,2.0,20
-31.02141751603402,2.25,20
-30.97391751603402,2.5,20
-30.921417516034023,2.75,20
-30.86391751603402,3.0,20
-30.80141751603402,3.25,20
-30.733917516034023,3.5000000000000004,20
-30.66141751603402,3.75,20
-30.58391751603402,4.0,20
-30.50141751603402,4.25,20
-30.413917516034022,4.5,20
-30.32141751603402,4.75,20
-30.22391751603402,5.0,20
-30.121417516034022,5.25,20
-30.01391751603402,5.5,20
-29.90141751603402,5.75,20
-29.78391751603402,6.0,20
-29.66141751603402,6.25,20
-29.53391751603402,6.5,20
-29.40141751603402,6.75,20
-29.26391751603402,7.000000000000001,20
-29.16206184593093,7.17958158617738,20
-29.02097021420738,6.92958158617738,20
-28.884878582483832,6.67958158617738,20
-28.753786950760286,6.42958158617738,20
-28.62769531903674,6.17958158617738,20
-28.50660368731319,5.92958158617738,20
-28.390512055589642,5.67958158617738,20
-28.279420423866096,5.42958158617738,20
-28.17332879214255,5.17958158617738,20
-28.072237160419,4.92958158617738,20
-27.976145528695454,4.67958158617738,20
-27.885053896971904,4.42958158617738,20
-27.798962265248356,4.17958158617738,20
-27.71787063352481,3.92958158617738,20
-27.64177900180126,3.6795815861773797,20
-27.570687370077714,3.42958158617738,20
-27.504595738354165,3.17958158617738,20
-27.44350410663062,2.92958158617738,20
-27.387412474907073,2.67958158617738,20
-27.336320843183522,2.42958158617738,20
-27.290229211459977,2.17958158617738,20
-27.249137579736427,1.9295815861773802,20
-27.21304594801288,1.6795815861773802,20
-27.181954316289335,1.4295815861773802,20
-27.155862684565786,1.1795815861773802,20
-27.13477105284224,0.9295815861773802,20
-27.118679421118692,0.6795815861773802,20
-27.107587789395144,0.4295815861773802,20
-27.101496157671594,0.1795815861773793,20
-27.101496157671594,0.0,20
-27.098996157671593,0.25,20
-27.091496157671592,0.5,20
-27.078996157671593,0.75,20
